coreid,aff_total,coresex,coreprefyr,Degree,Major,fy14,donor
117667,9,F,1996,MS    ,Occupational Therapy,50,1
117700,4,F,1986,BS    ,Journalism,25,1
117718,19,M,1997,MS    ,Physical Therapy,100,1
117722,3,F,2000,MSW   ,Social Work,100,1
117736,11,M,1997,BBA   ,Finance,100,1
117747,9,F,1997,MPA   ,Public Administration,150,1
117841,9,F,1997,MED   ,Special Education,150,1
117882,55,M,2001,BBA   ,Management,25,1
117945,6,F,2000,BBA   ,Management,1000,1
118124,16,M,1994,BBA   ,Management,50,1
118144,4,F,2003,BS    ,Biomedical Sciences,100,1
118157,14,F,2003,MED   ,General Education,95,1
118207,14,M,2002,BFA   ,Art,700,1
118251,17,M,1999,BS    ,Mathematics,100,1
118283,10,M,2003,BBA   ,Finance,50,1
118316,53,F,2000,MST   ,Taxation,250,1
118399,6,M,1979,BPH   ,Social Services,10,1
118407,32,F,1978,MED   ,Reading,300,1
118408,9,F,1993,BSN   ,Nursing - RN,30,1
118465,8,M,1978,BBA   ,Business General,300,1
118561,7,M,1980,MBA   ,Management,30,1
118578,7,M,1977,BS    ,Social Relations,30,1
118580,6,M,1980,BBA   ,Finance,300,1
118619,13,M,1978,BBA   ,Business General,300,1
118651,5,F,1977,BS    ,Biopsychology,300,1
118693,6,M,1980,BS    ,Mathematics,5,1
118699,9,F,1981,BS    ,Biology,100,1
118722,8,M,1978,BS    ,Chemistry,150,1
118796,11,M,1993,BS    ,Computer Science,1000,1
118814,16,M,1990,MBA   ,Accounting,100,1
118859,8,M,1998,MED   ,General Education,70,1
118866,5,M,1980,BS    ,Physical Education,100,1
118918,20,F,1994,BS    ,Advertising & Public Relations,250,1
118933,12,M,1988,BS    ,Physical Education,300,1
118934,4,M,2001,BS    ,Group Science,50,1
118956,9,F,1993,BS    ,Photography,10,1
118972,18,M,1995,MBA   ,Marketing,950,1
118992,6,F,1980,BBA   ,Accounting,50,1
119001,11,M,1982,BS    ,Criminal Justice,350,1
119004,12,F,1981,MSN   ,Nursing,25,1
119036,13,M,1987,BS    ,Broadcasting,1000,1
119085,14,M,1981,BBA   ,Accounting,50,1
119088,27,F,1981,MSN   ,Nursing,17000,1
119117,4,M,1997,BBA   ,Marketing,25,1
119131,5,M,1998,BBA   ,Accounting,50,1
119138,9,F,1988,BS    ,Health Science,100,1
119148,8,F,1997,MS    ,Physical Therapy,600,1
119200,4,F,1982,BS    ,Physical Education,50,1
119202,15,M,1990,BBA   ,Management,1000,1
119234,4,M,1992,BBA   ,Management,300,1
119249,12,F,1986,BBA   ,Business General,500,1
119393,6,M,1990,BBA   ,Marketing,80,1
119411,10,F,1991,BS    ,Film and Video,200,1
119418,12,M,1991,BA    ,International Relations,100,1
119441,4,F,2002,BSE   ,Engineering,50,1
119531,11,F,2001,BBA   ,International Business,500,1
119547,13,M,2003,BBA   ,Accounting,700,1
119638,14,M,2001,BS    ,Mathematics,50,1
119691,2,F,1998,MS    ,Criminal Justice,45,1
119698,8,M,2007,BS    ,Computer Science,100,1
119743,10,F,1994,MBA   ,Business General,100,1
119755,18,M,1995,BS    ,Film and Video,165,1
119789,10,F,1997,BS    ,Mathematics,100,1
119795,9,F,1996,BS    ,Psychology,5,1
119812,9,F,2008,BS    ,Psychology,21,1
119849,5,M,2002,BS    ,Biomedical Sciences,1000,1
119872,3,F,2001,BS    ,GRO Social Studies,5,1
119888,79,F,1997,MPA   ,Public Administration,65.95,1
119892,2,M,1995,BS    ,Health Science,339.2,1
119917,6,M,1996,BBA   ,Accounting,50,1
119936,2,F,2000,BS    ,Psychology,50,1
119986,2,F,1998,BA    ,English Language and Literature,20,1
120015,13,M,2007,BA    ,Political Science,100,1
120027,18,F,2000,BS    ,Mathematics,150,1
120029,12,M,1995,BS    ,Biology,300,1
120042,7,F,1998,BS    ,Hospitality Tourism Mgt,25,1
120048,4,F,2000,BS    ,Sociology,238,1
120057,6,F,2002,BSN   ,Nursing,476.67,1
120073,9,M,1997,MBA   ,Business General,300,1
120117,34,M,2000,BBA   ,Management,25,1
120147,8,F,2000,BA    ,Advertising & Public Relations,25,1
120172,3,F,2001,BBA   ,Business General,80,1
120351,8,F,2002,BSN   ,Nursing - RN,5,1
120363,4,F,1995,MHS   ,Health Science,50,1
120382,20,F,1976,BBA   ,Business General,100,1
120494,8,F,1978,BS    ,Social Relations,30,1
120528,7,M,1989,BS    ,Biology,160,1
120536,7,F,1986,BS    ,Mathematics,25,1
120547,9,M,1981,BS    ,Hospitality Tourism Mgt,50,1
120576,23,M,1981,BBA   ,Business General,250,1
120580,9,M,1979,BBA   ,Accounting,300,1
120674,27,M,1993,BBA   ,Finance,125,1
120703,3,M,1997,BS    ,Psychology,5,1
120756,1,M,1991,MED   ,General Education,50,1
120836,8,M,2001,MSW   ,Social Work,50,1
120905,4,F,1999,BA    ,Spanish,25,1
120948,5,M,1999,MED   ,General Education,50,1
120979,5,M,1985,BBA   ,Facilities Management,1000,1
121076,5,M,1992,MBA   ,Business General,25,1
121101,4,F,1987,BSN   ,Nursing,100,1
121117,17,M,1984,BBA   ,Finance,1450,1
121159,4,M,1987,BS    ,Engineering Science,50,1
121160,25,M,1988,BBA   ,Business General,300,1
121163,5,F,1999,BS    ,Health Science,238.34,1
121176,11,F,2003,BS    ,Psychology,100,1
121178,10,F,1997,BA    ,History,50,1
121326,9,M,2002,BS    ,Mathematics,100,1
121443,5,M,2002,BA    ,Broadcasting,100,1
121464,10,M,1991,MS    ,Computer Information Systems,500,1
121474,24,M,1998,BS    ,Hospitality Tourism Mgt,25,1
121478,3,F,1998,BBA   ,Finance,50,1
121489,11,F,2004,BSN   ,Nursing,100,1
121519,10,F,1991,BBA   ,Facilities Management,100,1
121522,6,F,1994,MED   ,Special Education,25,1
121530,9,M,2002,BS    ,Mathematics,100,1
121620,4,F,2001,BS    ,Sociology,25,1
121631,9,M,2001,BBA   ,Accounting,100,1
121725,2,F,1997,BS    ,Advertising & Public Relations,100,1
121734,19,M,1999,BBA   ,Accounting,500,1
121773,23,M,2001,BBA   ,Accounting,400,1
121844,13,M,2002,BS    ,Public Administration,500,1
121937,7,M,1986,BS    ,Health Science,50089.8,1
121980,15,F,1978,BS    ,Mathematics,500,1
121986,4,M,1986,MED   ,General Education,100,1
121995,8,F,1985,BS    ,Language Arts,100,1
122034,17,M,1986,BS    ,Public Administration,300,1
122047,23,M,1999,MPA   ,Public Administration,20,1
122053,8,M,1991,BBA   ,Management,200,1
122072,22,M,1977,MS    ,Computer Information Systems,500,1
122111,11,M,1979,BBA   ,Management,10000,1
122156,8,F,1986,BBA   ,Accounting,100,1
122166,10,M,1988,BS    ,Advertising & Public Relations,500,1
122191,12,M,1995,BS    ,Geology,300,1
122200,29,M,1978,BS    ,Criminal Justice,1050,1
122201,12,F,1988,BSN   ,Nursing,100,1
122216,3,M,1977,BBA   ,Accounting,100,1
122232,10,M,1977,BS    ,Biology,100,1
122242,6,F,1990,MBA   ,Business General,25,1
122249,27,M,1982,BBA   ,Business General,3000,1
122284,9,M,1980,BS    ,Chemistry,10000,1
122311,8,M,1978,BS    ,Criminal Justice,50,1
122321,6,M,1978,BS    ,Criminal Justice,50,1
122387,6,F,1997,BA    ,English Language and Literature,50,1
122458,4,F,1988,MBA   ,Business General,25,1
122508,16,F,1990,BS    ,Health Science,1000,1
122510,12,F,1983,BA    ,Political Science,250,1
122648,16,M,1996,BBA   ,Management,40,1
122659,18,F,1981,BS    ,Criminal Justice,200,1
122723,8,M,1980,BS    ,Mathematics,100,1
122757,18,M,1995,MBA   ,Business General,100,1
122764,10,M,1985,BS    ,Mathematics,300,1
122833,4,M,1995,MED   ,Special Education,100,1
122847,10,F,1999,BBA   ,Marketing,100,1
122879,7,F,1993,MED   ,General Education,150,1
122896,10,F,1993,MST   ,Taxation,200,1
122925,4,F,1996,BBA   ,Marketing,150,1
123020,7,M,1988,BBA   ,Marketing,100,1
123022,6,M,1992,BS    ,Computer Science,50,1
123030,5,F,1987,BS    ,Public Administration,75,1
123038,7,F,1987,BS    ,Health Science,50,1
123047,13,F,1997,BS    ,Information Systems,100,1
123068,7,F,1988,BS    ,Health Science,300,1
123090,14,M,2002,BBA   ,Finance,500,1
123125,9,F,1987,BS    ,Therapeutic Recreation,50,1
123147,8,F,1991,BS    ,Public Administration,50,1
123160,10,M,1991,BS    ,Geology,300,1
123169,7,M,1998,BS    ,Psychology,35,1
123210,3,F,1997,MED   ,General Education,50,1
123221,7,F,2000,BA    ,German,75,1
123238,5,M,2000,BA    ,English Language and Literature,50,1
123248,18,M,2001,MBA   ,Business General,50,1
123397,16,F,2000,BS    ,Biomedical Sciences,200,1
123428,9,F,1999,BS    ,Group Science,50,1
123465,3,F,2001,MED   ,School Counseling,50,1
123511,12,F,1996,BBA   ,Accounting,100,1
123528,5,F,2002,MBA   ,Business General,50,1
123536,9,F,1996,BS    ,Criminal Justice,200,1
123562,1,F,1996,BS    ,Hospitality Tourism Mgt,25,1
123568,4,F,2000,BSN   ,Nursing,25,1
123578,15,M,2007,BS    ,Natural Resource Management,50,1
123595,10,M,2005,MED   ,General Education,25,1
123684,2,F,2001,BS    ,Health Communication,25,1
123755,7,M,1998,BFA   ,Art,10,1
123849,19,M,1977,BS    ,Art,3000,1
123886,8,M,1976,MBA   ,Business General,200,1
123925,24,F,1986,MPA   ,Public Administration,1002.5,1
